long_prompt,short_prompt,
"A cyberpunk-inspired portrait: a woman with neon-drenched hair, her face illuminated by city lights, reflected in raindrops. Futuristic, vibrant, and stark, with a blurred cityscape backdrop.","드래곤 기사로서의 용기를 강렬하게, 위엄 있게 미드저니 프롬프트 작성해줘",
"A detailed digital illustration of a fearsome Dragon Knight, striking a dynamic pose. The artist's attention to detail showcases an intricate, full-body armor design with intricate gold patterns. The knight exudes an aura of pride and power, prepared for battle, with a beak-like helmet and a shining sword at the ready. The gray background adds drama, putting the focus on his imposing figure.","위엄 있는 드래곤 기사, 정교한 금문양 갑옷과 검을 든 자세, 전투 준비가 된 강렬한 디지털 일러스트 미드저니 프롬프트 작성해줘",
"A detailed 3D render: Futuristic cityscape with illuminated boots, intricate circuitry, and glowing orange accents in the foreground. Desolate but vivid green city ruins in the background. Mysterious blurred figures add intrigue. A stark contrast of advanced technology and decay invites storytelling.","미래 도시 풍경, 빛나는 부츠와 복잡한 회로, 초록색 도시 폐허 속에 흐릿한 인물들이 보이는 3D 렌더링 미드저니 프롬프트 작성해줘",
"A dramatic, high-contrast illustration: A determined woman, clad in blue, stands on a rocky outcropping amidst a stormy sea; her long brown hair billows in the wind. Behind her, a colossal octopus monster rises, its tentacles spreading, revealing a fearsome maw. Lightning illuminates the sky, emphasizing the characters' intense stances.","폭풍우 속 바위 위에 서 있는 결단력 있는 여성, 그 뒤로 거대한 문어 괴물이 올라오는 고대 대비 일러스트 미드저니 프롬프트 작성해줘",
"A stunning anime-style illustration featuring a confident character with vibrant blue hair and an extravagant ensemble. The character sports a futuristic headpiece with a large speaker, microphone, and camera, adding a futuristic glitch. The white background emphasizes the character's dynamic pose, as they rock a black and white outfit with blue accents, ready for their performance.",미래적 헤드피스와 블루 헤어를 한 캐릭터의 다이내믹한 애니메이션 스타일 일러스트 미드저니 프롬프트 작성해줘,
"An intricate digital illustration of a woman's silhouette: her head crowned by an orange sun, body adorned with delicate black lines and circles. The background is a light beige, contrasting sharply with the silhouette's bold outlines. The overall composition exudes balance, warmth, and a sense of calm.","오렌지 태양이 왕관처럼 올라온 여성 실루엣, 얇은 검은 선과 원들로 장식된 디지털 일러스트 미드저니 프롬프트 작성해줘",
"A bold and vibrant 3D render: The Nike sneaker, purple and orange with swirling smoke, takes center stage. The minimalist backdrop is stark black, emphasizing the shoe's dynamic presence and motion, while the logo adds brand authenticity.","보라색과 주황색 나이키 운동화가 중심이 된 3D 렌더링, 동적인 배경과 브랜드 로고 미드저니 프롬프트 작성해줘",
"A surreal, immersive oil painting: a narrow hallway with blue walls, a red-adorned ceiling, and yellow and green doors. The perspective invites viewers to step into the distant, nature-infused space, creating a dreamy, surreal atmosphere.","파란 벽과 빨간 천장이 있는 좁은 복도, 자연이 녹아든 꿈같은 기름 그림 미드저니 프롬프트 작성해줘",
"An intricate digital illustration: A bold orange sailboat, framed by black, turns dynamically. Orange and white stripes adorn the boat and a surrounding frame, while small orange orbs add mystery. The piece invites contemplation with a mesmerizing use of color and movement.","주황색 돛단배가 중심이 되는 디지털 일러스트, 배경에서 소용돌이치는 오렌지와 흰색 줄무늬 미드저니 프롬프트 작성해줘",
"A detailed black and white illustration: A young girl, her face crowned with flowers, exudes tranquility. Her gaze lowers, while a forest of flowers and butterflies surrounds her, creating depth. Her hair, in two braids, adds charm.","꽃과 나비가 둘러싼 소녀의 고요한 모습, 두 개의 땋은 머리가 매력적인 흑백 일러스트 미드저니 프롬프트 작성해줘",
"A majestic sunset cityscape, with a white train speeding through the middle, headlamps illuminating the path. The warm, golden sky contrasts the bustling movement, creating a serene glimpse into the harmony of nature and urban life.","노을 속에서 달리는 흰 기차와 황금 하늘, 자연과 도시가 어우러진 평화로운 도시 풍경 미드저니 프롬프트 작성해줘",
"A serene scene, a pair of rectangular lamps stand symmetrically, their white frames adorned with elegant purple, pink, and green fabrics. The fabric's wave-like texture creates a sense of movement and depth, while soft glows illuminate the entire scene, invoking a moment of calm and tranquility.",대칭적인 두 개의 직사각형 램프가 있는 고요한 장면을 그릴 미드저니 프롬프트 작성해줘,
"An ethereal digital illustration featuring a metallic melting skull in vibrant blues and purples. Accents of pink and orange pop against a dark gray background, creating a striking contrast that's both eerie and futuristic.",메탈릭으로 녹아내리는 두개골이 있는 디지털 일러스트를 그릴 미드저니 프롬프트 작성해줘,
"A detailed digital illustration of two robots embracing, dressed in stylish suits and protective gear with elaborate helmet designs, locked in a tender moment. The futuristic cityscape background, bathed in soft green light, adds an otherworldly touch to the scene. The illustration conveys a sense of romantic connection and camaraderie.",두 로봇이 스타일리시한 의상을 입고 포옹하는 장면을 그릴 미드저니 프롬프트 작성해줘,
"A breathtaking, fantasy-infused landscape unfolds with a majestic eruption of volcanic majesty, bathed in fiery reds and oranges. The sky, a deep blue canvas sprinkled with stars, frames the central volcano, while twisted trees enhance the enigmatic scene. The canvas captures the awe-inspiring might of nature with bold strokes, focusing on the eruption's drama.",화산 폭발 장면이 펼쳐지는 판타지 풍경을 그릴 미드저니 프롬프트 작성해줘,
"A bold watercolor portrait of Deadpool in action, his vivid red and black suit a stark contrast against a pristine white background. The superhero's dynamic pose, mid-battle, is captured in fine detail, with a balanced composition and a subtle artist's signature adding a personal flair.",액션 중인 데드풀의 수채화 초상화를 그릴 미드저니 프롬프트 작성해줘,
"A detailed digital illustration of a veiled woman standing before a stunning stained glass window. The illustration is a masterpiece of color, with vibrant hues of purple, green, and blue on her gown, and a kaleidoscope of colors in the circular window. The black veil adds mystery, while the black background enhances the depth and dimension of the image, focusing attention on the intricate details.",화려한 색상의 스테인드글라스 창 앞에 서 있는 여성을 그릴 미드저니 프롬프트 작성해줘,
"A vibrant illustration, showcasing a tall, proud man clad in blue and orange, standing amidst a whirlwind of orange and yellow leaves. His arms are raised, embracing the natural world's power, depicted with a swirling, energetic motion. The deep black background contrasts, highlighting the warm hues of the leaves and the man's determined stance, conveying a powerful message of human resilience and nature's beauty.",주황색과 노란색 나뭇잎 속에서 자신감 넘치는 남성을 그릴 미드저니 프롬프트 작성해줘,
"An intricate digital illustration of a majestic feline king. His vibrant orange fur is adorned with a lavish red and gold robe, a sweeping hat completing his regal ensemble. Piercing green eyes gaze with authority and wisdom against a dark backdrop, highlighting his majestic presence.",화려한 붉은색과 금색 로브를 입은 고양이 왕의 초상화를 그릴 미드저니 프롬프트 작성해줘,
"A detailed digital illustration of a confident and authoritative group, balanced and vibrant. The focal point is the central figure in red, contrasting the yellow cityscape background, while the detailed figures in formal attire add depth and intrigue. It's a powerful, purposeful, and mysterious urban scene.",중앙의 빨간색 의상을 입은 인물과 주변 도시 풍경이 있는 장면을 그릴 미드저니 프롬프트 작성해줘,
"A mysterious and evocative portrait: a woman in a black dress, shrouded in yellow and orange smoke, emerges dramatically. Her face, partially concealed, adds intrigue, while the raised cigarette creates balance. The beige background emphasizes the figure and the ethereal smoke. Capture this captivating moment, frozen in time.",검은 드레스를 입고 노란색과 주황색 연기로 둘러싸인 여성의 초상화를 그릴 미드저니 프롬프트 작성해줘,
"A detailed digital illustration of a serene jungle oasis at night. The focal point is a majestic waterfall on the left, contrasting with a cozy, purple-lit house nestled among trees on the right. The night sky, illuminated by soft clouds, casts a calming glow on the lush blue and green landscape.",평화로운 정글 오아시스를 배경으로 한 야경을 그릴 미드저니 프롬프트 작성해줘,
"A detailed illustration of a fantastical creature with a vibrant color palette. The focus is on the intricate details of its appearance: a single large yellow eye, sharp teeth, and a kaleidoscope of colors. It's surrounded by a garden of unique flowers, their colors contrasting against the deep black background. An imaginative snapshot of a static moment, capturing the essence of a fantastical realm.",단 하나의 큰 노란 눈과 날카로운 이빨을 가진 환상적인 생물을 그릴 미드저니 프롬프트 작성해줘,
"An ethereal digital illustration: A mermaid with blue and green scales glistening, her purple and pink hair flowing. Coral reef backdrop, deep blue waters, and an enigmatic expression. Her gaze, lost in a dream, captures a serene fantasy world.",푸른색과 녹색 비늘을 가진 인어의 초상화를 그릴 미드저니 프롬프트 작성해줘,
"A breathtaking digital illustration: A majestic tree in deep space. Black silhouette, intricate branches, rooted left, against a kaleidoscope of blues, purples, pinks, and oranges. The cosmos is its canopy, a serene, awe-inspiring vista without text or other distractions.",깊은 우주에 있는 웅장한 나무를 그릴 미드저니 프롬프트 작성해줘,
"A detailed digital illustration of an enigmatic young woman, with luminous aura, stands in a mystical forest. Her blue dress contrasts the dark, enchanting woods, while her long brown hair flows gracefully. The illustration is awash with an ethereal glow, capturing an otherworldly feel, and leaving the viewer to ponder her story.",신비로운 숲 속에 서 있는 젊은 여성의 일러스트를 그릴 미드저니 프롬프트 작성해줘,
"A detailed digital illustration: A young girl with warm, vibrant hair surrounded by a floral halo of rich colors is the focal point. The background, a mysterious blue and purple gradient, deepens the fantasy world's atmosphere, drawing us to the captivating central figure.",풍성한 색감의 꽃 무리 속에서 중심이 되는 소녀를 그릴 미드저니 프롬프트 작성해줘,
"An ethereal, digital portrait: A woman's serene face, with vibrant purple-pink hair, against a deep blue backdrop. Her calm expression, surrounded by a whirlwind of leaves and flowers in lush greens and oranges, creates a dreamy, painterly scene.",여성의 얼굴이 분홍색과 보라색 머리카락을 가지고 나뭇잎과 꽃들로 둘러싸인 장면을 그릴 미드저니 프롬프트 작성해줘,
"A detailed digital illustration featuring a majestic tree in deep purple, rooted in the foreground with its branches stretching towards a vibrant galaxy sky filled with stars. The symmetrical composition captures the captivating interplay of nature and cosmos, inviting viewers on a journey of discovery.",깊은 보라색 나무가 별들이 있는 하늘을 배경으로 서 있는 장면을 그릴 미드저니 프롬프트 작성해줘,
"An ethereal, surreal digital artwork: A vibrant, multicolored tree, with branches stretching across the starry night sky, is a mesmerizing fusion of nature and cosmos. The blue, purple, and pink hues shine against a deep blue backdrop, while a large white cloud adds depth. This scene captures the awe-inspiring beauty of a harmonious universe.",별빛 속에서 펼쳐지는 다채로운 나무와 우주를 그릴 미드저니 프롬프트 작성해줘,
"A chilling illustration of Michael Myers from the Halloween franchise, seated ominous and quiet, featuring his iconic white mask and green jumpsuit, contrasting a bright yellow trailer. The piece is a moment of calm before the storm, with a dark and eerie atmosphere.",할로윈의 마이클 마이어스를 어두운 배경 속에서 의자에 앉은 장면을 그릴 미드저니 프롬프트 작성해줘,
"A detailed 3D render of a majestic fantastical creature, depicting an imposing demon clad in intricate gold and black armor, featuring a horned helmet, mysterious facial concealment, and an imposing staff. The contrast of vibrant armor and a dark background highlights the creature's authority.",금색과 검은색 갑옷을 입고 지팡이를 든 신비로운 악마의 3D 렌더링을 그릴 미드저니 프롬프트 작성해줘,
"A post-apocalyptic urban landscape, a resilient young girl in a vibrant red cloak stands tall amidst the ruins. Her determined gaze conveys a narrative of survival, a desolate yet hopeful scene.",포스트 아포칼립스 이후의 도시에서 붉은 망토를 입은 소녀의 초상화를 그릴 미드저니 프롬프트 작성해줘,
"An intricate digital illustration of a futuristic cyborg. Glowing orange goggles obscure the character's face, adding mystery, set against a dark blue backdrop. Mechanical parts and wires adorn the figure, emphasizing the fusion of man and machine.",미래적인 사이보그의 디지털 일러스트를 그릴 미드저니 프롬프트 작성해줘,
"A majestic black and white portrait: a woman, adorned in an intricate headdress, a majestic crown. Her attire, sharp and detailed, complements the headdress's grandeur. Her intense gaze, fixed on the viewer, conveys a story of determination. A powerful visual narrative, striking in its contrast and detail.",금과 노란색 장식이 있는 복잡한 왕관을 쓴 여성을 그린 초상화를 그릴 미드저니 프롬프트 작성해줘,
"A detailed oil painting of a solitary pansy, its vibrant purple petals curled elegantly outward, centered in a blur of green grass, capturing the flower's pride and isolation amidst nature's blur.",보라색 꽃잎을 가진 팬지 꽃의 초상화를 그릴 미드저니 프롬프트 작성해줘,
"A stunning digital artwork: a centrally positioned surrealistic face, gold and yellow, with intricate circuit-like patterns. Striking eyes of green and red. Against a dark backdrop, the piece invites introspection, capturing the complexity of human identity in a captivating, mysterious image.",서서히 다가오는 복잡한 회로 모양의 금과 노란색 얼굴을 그릴 미드저니 프롬프트 작성해줘,
"A futuristic portrait, a fearless warrior stands tall. Her vibrant pink dreadlocks and mysterious masked face are contrasted by an orange smoked backdrop. Armed and ready, her futuristic ensemble hints at a post-apocalyptic world. Bring her to life with vivid details.",미래적인 전사가 오렌지색 배경 속에서 서 있는 장면을 그릴 미드저니 프롬프트 작성해줘,
"A detailed digital illustration of an intricate coat of arms. Centered is a majestic white unicorn on a black background, adorned in blue and gold. Flanked by shields, one with a lion, the other a griffin, it exudes strength. Gold accents and an harmonious composition complete the shield's rich symbolism.","백색 유니콘과 금색, 푸른색이 어우러진 문장을 그릴 미드저니 프롬프트 작성해줘",
"A detailed digital illustration featuring a pair of elegant high heels, their toes pointing right, displayed on a black surface below. The shoes, with intricate purple and blue patterns, are reflected symmetrically, creating a visually captivating and balanced composition.",복잡한 보라색과 파란색 패턴이 있는 고급스러운 하이힐을 그릴 미드저니 프롬프트 작성해줘,
"A detailed digital illustration featuring a majestic compass, adorned in purple and gold, takes center stage. Encircled by intricate patterns and set against a stark black backdrop, it captivates with a promise of mystery and adventure. The compass, adorned with symbolic motifs, is a beacon, pointing the way toward unknown horizons. 

A purple feather, bearing the inscription ""Sailor's Delight,"" adds an enigmatic touch, while a majestic purple bird, wings spread, symbolizes the call of the wild and the journey ahead.",보라색과 금색의 나침반 일러스트와 여행을 상징하는 새를 그릴 미드저니 프롬프트 작성해줘,
"A detailed digital illustration of a skull adorned in intricate Gothic steampunk attire. Elegant gold accents on dark gray skull, boasting a horned helmet and circular designs, contrast starkly with a deep blue background, creating a striking fusion of styles.",고딕 스팀펑크 스타일의 해골 초상화를 그릴 미드저니 프롬프트 작성해줘,
"A dramatic portrait in rich detail and deep shadows: a gorgeous woman with cascading brown hair, an intricate choker, and a captivating gaze, her eyes wide open and lush green. The background is a deep dark, her skin illuminated in the forefront, creating a powerful contrast that emphasizes her presence and invites intrigue.",다크한 배경에서 긴 갈색 머리를 가진 여성의 초상화를 그릴 미드저니 프롬프트 작성해줘,
"A charming cartoon scene: A red-haired girl in a green dress holds a red flower, seated beside a uniquely patterned cow. Their silent bond is highlighted by a gray background, creating a peaceful, colorful moment.",초록색 드레스를 입고 빨간 꽃을 들고 있는 빨간 머리 소녀와 소의 만화 장면을 그릴 미드저니 프롬프트 작성해줘,
"A detailed oil painting of a bustling coastal town at sunset, warm and vibrant. The golden hour illuminates the harmonious scene, with earthy toned buildings adorned with vibrant roofs. People bustling, birds soaring above, nature and civilization coexisting.",석양 속의 활기찬 해안 마을을 그릴 미드저니 프롬프트 작성해줘,
"A stunning still life: a detailed rendering of a vibrant pink and gold motorcycle, adorned with intricate decorations. The stationary bike stands on a pristine white base, its intricate details captured in focus, exuding an elegant and whimsical charm.",분홍색과 금색으로 장식된 모터사이클을 그릴 미드저니 프롬프트 작성해줘,
"A detailed oil painting: Serene European town. Sunny, narrow street, flanked by warm, hue-drenched buildings. Vivid flowers, precise details, and deep perspective invite peace and tranquility.",유럽 마을의 고요한 거리를 그린 유화 장면을 그릴 미드저니 프롬프트 작성해줘,
"A detailed digital illustration of a mysterious miniature world within a glass bottle. The centerpieces are a bright flame and ethereal smoke that create a magical, mysterious atmosphere. The illustration meticulously showcases a variety of textures and carefully composed elements, capturing a harmonious tableau.",유리병 안에 신비로운 미니어처 세계를 그릴 미드저니 프롬프트 작성해줘,
"A detailed oil painting: A serene green house with a vibrant red roof, surrounded by autumnal foliage and a welcoming porch, in a peaceful neighborhood. The clear blue sky, a contrasting city skyline, and warm sunlight create a tranquil, harmonious scene.",가을 나무와 붉은 지붕이 있는 초록색 집의 평화로운 풍경을 그릴 미드저니 프롬프트 작성해줘,
"A detailed oil painting, a serene autumnal landscape captivates with a cozy wooden cabin nestled in nature. Surrounded by vibrant trees and a meandering stream, it invites peace. Snow-capped mountains loom, a serene blue sky above, creating a harmonious, balanced scene.",나무와 개울로 둘러싸인 아늑한 오두막이 있는 가을 풍경을 그릴 미드저니 프롬프트 작성해줘,
"A stunning digital artwork: A vibrant, patterned face, framed by a swirling, spherical crown, stands out against a stark black background. Orange, red, and blue hues harmonize in an intricate dance, drawing attention to the central figure's regal allure.","오렌지, 빨강, 파랑이 어우러진 화려한 얼굴을 그릴 미드저니 프롬프트 작성해줘",
"A detailed 3D render of an futuristic urban landscape on an alien world. The city, with towering glass-metal structures, is illuminated by an orange hue amidst a desert of red sands and rocky outcrops. Hazy, serene skies and a few solitary trees add an eerie tranquility to this unique environment.",외계 행성에서 미래적인 도시 풍경을 그릴 미드저니 프롬프트 작성해줘,
"A serene oil painting: A white house with a pointed roof, surrounded by vibrant flowers, is reflected in still water. A colorful clouded sky adds to the peaceful scene, creating a moment of tranquility with a mirror-like reflection.",평화로운 풍경 속에서 반영된 흰 집과 꽃들을 그릴 미드저니 프롬프트 작성해줘,
"A captivating portrait of an orange fox, dressed in a sophisticated hat and coat with intricate gold details, sits upright with a white background, inviting viewers into its captivating world. The curious and playful creature, fixedly gazing at us, seems to be a character straight out of a whimsical storybook.",세련된 모자와 코트를 입은 주황색 여우의 초상화를 그릴 미드저니 프롬프트 작성해줘,
"A detailed black and white illustration featuring a curious cat in profile, its head tilted upwards with a whimsical flower on its ear, contrastingly showcased on a neutral light gray background.",귀여운 고양이가 꽃을 귀에 꽂고 있는 흑백 일러스트를 그릴 미드저니 프롬프트 작성해줘,
"A detailed oil painting of a woman clad in vibrant green and gold dragon armor, her hair a wild contrast to the intricate visor of her helmet. The background, a deep blue-green ocean of texture, adds depth to her formidable presence, while her strong gaze and poised stance demand attention.",녹색과 금색 드래곤 갑옷을 입은 여성의 유화 초상화를 그릴 미드저니 프롬프트 작성해줘,
"A majestic digital illustration depicts an elephant, adorned in blue and gold patterns, reflected in the water below. The black background highlights the elephant's grandeur, while white flowers add a soft contrast. The central figure's trunk curls upward, adding to its regal composure.",푸른색과 금색 패턴을 입은 코끼리가 물에 비친 장면을 그릴 미드저니 프롬프트 작성해줘,
"A detailed digital illustration of a Desert Planet scene from ""Dune."" Centered is the silhouette of the youthful Paul Atreides, striding towards an awe-inspiring futuristic spaceship. The illustration captures a sense of movement and scale, with the vast desert and the imposing vessel, bathed in warm hues, forming a profound backdrop.",듄의 사막 행성 장면을 그릴 미드저니 프롬프트 작성해줘,
"A detailed digital illustration of a young girl with vibrant blue hair and large eyes, surrounded by a school of colorful fish. The illustration is a static, yet lively scene, capturing the girl's playful spirit and the dimensionality of her aquatic surroundings.",푸른 머리카락을 가진 소녀가 색색의 물고기들 속에서 있는 장면을 그릴 미드저니 프롬프트 작성해줘,
"A detailed digital illustration of a majestic llama, adorned in a vibrant blue and red blanket and equipped with a golden saddle. The composition, with the llama's alert expression, focuses our attention on its proud side profile, set against a crisp white backdrop.",푸른색과 빨간색 담요를 입은 라마의 초상화를 그릴 미드저니 프롬프트 작성해줘,
"A detailed digital artwork portraying a mysterious forest scene. A woman, adorned in blue leaves, stands before a towering tree with a tempting door in its trunk. Her journey awaits, a world of mystery beyond, while the tree signifies a complex narrative. The serene, fantastical scene invites contemplation and intrigue.",푸른 잎으로 장식된 여성이 나무 앞에 서 있는 신비로운 숲 장면을 그릴 미드저니 프롬프트 작성해줘,
"A detailed oil painting: a sunny coastal town, with warm-hued buildings perched on a cliff, overlooking a vast blue sea. The sky glows with a setting sun, casting a warm light on the unique architecture and lush greenery. Figures in the foreground add scale to this peaceful scene, capturing a moment of tranquility.",햇볕이 내리쬐는 해안 마을 풍경을 그릴 미드저니 프롬프트 작성해줘,
"A serene digital interpretation of the Mona Lisa, her warm-toned face, with cascading brown hair and a golden gown, is the focal point against an earthy toned landscape of mountains and water, placing her firmly in the forefront.",모나리자 스타일의 디지털 초상화를 그릴 미드저니 프롬프트 작성해줘,
"An ethereal, intricate digital illustration featuring a woman with piercing green eyes and long brown hair. The focus is on her partially concealed face, shrouded by a vibrant green and blue curtain of swirling patterns, which adds a mysterious depth. The piece blends realism with abstraction, creating an enchanting, fantasy-like vision.",신비로운 여성의 얼굴을 패턴으로 감싸며 그린 판타지 일러스트를 그릴 미드저니 프롬프트 작성해줘,
"A mesmerizing scene, a delicate and whimsical chandelier, a garden of glowing glass. Pastel-hued pieces, unique shapes, sway gently like flowers in motion. The central pink teardrop, surrounded by smaller fragments in a dark gray room, creates an elegant, fantastical atmosphere.",부드럽고 신비로운 샹들리에가 있는 정원의 장면을 그릴 미드저니 프롬프트 작성해줘,
"A vibrant digital illustration, three confident women captivate with style. Centered, a curly-haired figure in white and black stands out against a futuristic, neon-hued background. The precise composition, balanced with vibrant colors, invites interpretation, while the word ""Disco"" adds a themed touch.",세 명의 자신감 넘치는 여성을 네온빛 배경 속에서 그릴 미드저니 프롬프트 작성해줘,
"A futuristic portrait, featuring a enigmatic figure clad in a warm-toned coat with futuristic gadgets, their mysterious presence enhanced by obscuring goggles and an eye-catching mohawk. Dynamic birds in flight contrast the figure's steadfast pose, hinting at an impending journey into an adventurous, cool-hued future.",미래적 스타일의 의상을 입은 신비로운 인물을 그릴 미드저니 프롬프트 작성해줘,
"A detailed digital illustration of a futuristic warrior, featuring a bird-like helmet with wings, standing in a red-lit room overlooking a city. The warrior's sleek black and red armor, with its mysterious patterns, adds to the imposing atmosphere.",새 날개가 달린 헬멧을 쓴 미래적인 전사의 초상화를 그릴 미드저니 프롬프트 작성해줘,
"A vivid portrait in the style of a photorealistic painting: a rugged adventurer with vibrant green hair, stern expression, and piercing eyes, clad in a military jacket, departs from the ""K"" train station, his journey awaits.",녹색 머리와 강렬한 표정을 가진 모험가의 초상화를 그릴 미드저니 프롬프트 작성해줘,
"A detailed digital illustration of a mysterious woman in a fantastical yet realistic style. Her distinctive blue eyes are the focal point, while her modern ponytail and traditional attire blend fantasy and reality. The blurred background, with subtle blue and green hues, enhances the mystery.",현대적인 포니테일을 한 신비로운 여성을 그릴 미드저니 프롬프트 작성해줘,
"A poignant portrait in oil: a pensive young woman, her expression wistful, clad in a hooded jacket with a vibrant red scarf. The blurred background, a expanse of dark tones, evokes a station platform, enhancing the sense of depth and solitude. Her gaze, fixed on viewers, is a window into her soulful loneliness.",붉은 스카프를 두른 후드 재킷을 입은 젊은 여성의 초상화를 그릴 미드저니 프롬프트 작성해줘,
"A detailed oil painting of an intimate embrace between two figures, male and female, their bodies entwined in a close dance. The man, in a dark robe, and the woman, adorned in vibrant yellow, are seen in a close-up view, their faces lost in each other, set against a minimalist dark gray background, with hints of orange dots adding a whimsical touch.",두 인물이 서로를 끌어안고 춤을 추는 장면을 그릴 미드저니 프롬프트 작성해줘,
"A detailed digital illustration of a mysterious blonde woman dressed in purple, adorned with a gold brooch and red belt. Her face is shaded by a wide black witch's hat, adding an enigmatic touch. The illustration is bathed in a warm glow, with fluttering purple butterflies enhancing the magical atmosphere.",보라색 드레스를 입고 금색 브로치와 빨간 벨트를 찬 신비로운 금발 여성의 일러스트를 그릴 미드저니 프롬프트 작성해줘,
"A detailed oil painting of a woman adorned in a vibrant green mask, feathers, and beads. Her striking appearance is set against a solid black background, emphasizing her as the sole focus with intricate details and contrast.","화려한 녹색 마스크와 깃털, 구슬로 장식된 여성의 초상화를 그릴 미드저니 프롬프트 작성해줘",
"A detailed oil painting, the star is a dazzling, intricate boot adorned with pink and green flowers, standing on a gray stage. The backdrop, a dark blue sky, has whimsical white flowers, and the soft light in the corner illuminates the boot's textures and depth.",핑크와 초록색 꽃이 장식된 부츠를 그린 유화 장면을 그릴 미드저니 프롬프트 작성해줘,
"A detailed oil painting of a poised young woman, the sole subject. She wears a striking pink gown with dark hair, a large flower adornment, and a regal, thoughtful expression. The soft gray background ensures her vibrant attire stands out, while her gaze captures the viewer's attention.",밝은 분홍색 드레스를 입은 젊은 여성의 초상화를 그릴 미드저니 프롬프트 작성해줘,
"A serene beach scene, an oversized white seashell is the focal point, adorned with blue and white swirls, positioned on a bed of sand. Smaller shells and pebbles surround it, adding to the natural beauty. The hazy background blends sand and sea, creating a peaceful, serene atmosphere.",하얀 조개껍데기가 모래 위에 놓여 있는 평화로운 해변 장면을 그릴 미드저니 프롬프트 작성해줘,
"A regal and mysterious portrait of a doll, with sharp features and an intricate, elegant outfit. Her expressive eyes tell a story, while her braided hair adds an innocent twist. The blurred background emphasizes her royal demeanor, creating a captivating and enigmatic close-up.",정교한 의상을 입은 인형의 초상화를 그릴 미드저니 프롬프트 작성해줘,
"A detailed 3D render: an ornate stained glass lamp, with a hummingbird in flight, casts a warm glow amidst a dark background, showcasing the intricate artistry of the medium.",유리로 된 화려한 램프와 그 속을 나는 벌새를 그릴 미드저니 프롬프트 작성해줘,
"A detailed vintage-style illustration of a solitary street lamp, with intricate designs. The lamp, standing tall and unlit, is rendered with precise detail, set in an atmospheric, dimly-lit scene. The focus is on the lamp's appealing design and its calming, isolated presence amidst a blurry urban backdrop.",복잡한 디자인의 가로등이 있는 도시 거리 장면을 그릴 미드저니 프롬프트 작성해줘,
"A serene, symmetrical landscape: A brown house on an island of calm, blue water, mirrored sky, and pink flowers in the foreground. The still, nature's beauty is captured in a moment, enveloped in tranquil, vibrant hues.",푸른 물과 핑크색 꽃들이 있는 평화로운 풍경을 그릴 미드저니 프롬프트 작성해줘,
"A detailed 3D render, an ornate boot with intricate blue and purple flora motifs stands tall amidst a bed of vibrant flowers, their colors merging into a lush garden backdrop, creating a nature-infused still life.",정교한 꽃 무늬가 있는 부츠와 그 주변의 꽃밭을 그릴 미드저니 프롬프트 작성해줘,
"A vibrant Volkswagen Beetle stands proudly with a blue and gold fusion. The car's static presence is accentuated by golden wheels, a decorated roof, and a fusion of nature-inspired designs on its body. The Beetle is centered on a blank canvas, exuding an air of sophistication and fun.",푸른색과 금색이 어우러진 폭스바겐 비틀을 그릴 미드저니 프롬프트 작성해줘,
"A serene winter landscape, impressionistic in style, showcases a vibrant sky of orange and pink hues, with a sun-drenched landscape illuminated by a setting sun. In the forefront, a cozy red-roofed cottage is nestled in snow-laden fields, leading towards a winding road that disappears into a serene horizon.",겨울 풍경 속에서 붉은 지붕의 오두막이 있는 장면을 그릴 미드저니 프롬프트 작성해줘,
"A triptych of otherworldly, ethereal jellyfish lamps. Each lamp, a pastel kaleidoscope, hangs gracefully from a white ceiling, a gentle breeze's fantasy. This serene, magical realism scene captivates with a tranquil, enchanting atmosphere.",파스텔 톤의 해파리 램프가 매달린 장면을 그릴 미드저니 프롬프트 작성해줘,
"A atmospheric, detailed oil painting: A sleek black vintage car, illuminated by warm orange headlights, parked on a rainy night's wet asphalt, facing right, with a mysterious, dark background, reflecting a peaceful, yet enigmatic scene.","비 오는 밤, 따뜻한 주황색 불빛을 받은 빈티지 차를 그릴 미드저니 프롬프트 작성해줘",
"A detailed digital illustration of a vertical jellyfish garden, each with distinct colors and patterns in vibrant hues of pink, blue, and green, against a stark black background, capturing an ethereal underwater atmosphere.",검은 배경에 다양한 색상의 해파리가 떠 있는 수직 정원을 그릴 미드저니 프롬프트 작성해줘,
"A detailed oil painting of two peacocks in a momentary glimpse, frozen in their natural environment. The birds are adorned in vivid green and gold feathers, their tails a fan of colors, standing out against a dark background, creating a captivating scene of intricate beauty.",두 마리의 공작새가 자연 속에서 서 있는 장면을 그릴 미드저니 프롬프트 작성해줘,
"A detailed 3D render: In the foreboding darkness, a massive eye, with a white pupil surrounded by a blue iris, rolls down a wet, reflective road, leaving a trail of mystery. The eerie scene, lit by streetlamps, invites intrigue and wonder.",거대한 눈이 비 오는 도로를 굴러가는 신비로운 장면을 그릴 미드저니 프롬프트 작성해줘,
"A serene oil painting: A green two-story house with a red roof, nestled in nature. Pink-leafed tree, a vibrant path, and a peaceful pond. The sky, a canvas of soft pink clouds. A harmonious, balanced composition exudes tranquility.",두 층의 녹색 집과 분홍색 꽃들이 있는 자연 풍경을 그릴 미드저니 프롬프트 작성해줘,
