long_prompt,short_prompt,
"A detailed Gothic castle painting, with a towering presence at dusk. The sky glows with warm hues, reflecting an epic reflection on the water below. The scene captures the intricate details of the castle's architecture, the quaint village, and the eerie beauty of the setting.",고딕 성과 황혼 속의 반영을 그리는 프롬프트 작성해줘,
"A detailed, atmospheric illustration: An ancient stone architecture, ruined & serene, nestled in an autumnal forest. The path leads up to the structure, a focal point, while the soft, natural light adds a peaceful ambiance. Capturing a moment of quiet, natural beauty, with depth and movement.",고대의 돌 건축물과 가을 숲을 그리는 프롬프트 작성해줘,
"A majestic castle stands on a grassy hill, bathed in warm light amidst a swirling sky of cool colors. The vibrant, fantasy scene beckons viewers with a winding path, leading upward toward the mysterious structure.",잔디 언덕 위에 있는 성을 그리는 프롬프트 작성해줘,
"A detailed oil painting: A solitary figure in a lush green spacesuit, adorned with alien flora, sits atop a gray rock, gazing leftward. The vastness of nature—mountain ranges and fluffy clouds—stretches into the background, hinting at high altitudes. The piece captures a moment of solitude, with the figure lost in contemplation, amidst a serene, lush sci-fi landscape.",우주복을 입고 바위 위에 앉아 있는 인물을 그리는 유화 장면을 그리는 프롬프트 작성해줘,
"A detailed desert scene: A towering rusted robot, with interconnected pipes, stands on two legs, holding an object. Figures approach, carrying items, amidst blue skies and a barren landscape, adding depth. The image is awash in browns and beiges, with pops of red and blue, creating a narrative.",녹슨 로봇과 파이프가 얽힌 사막 장면을 그리는 프롬프트 작성해줘,
"A detailed digital illustration of a cozy bar interior, focusing on two elderly gentlemen deep in conversation. The scene is warm and inviting, with wooden finishes and an eclectic decor. The illustration must capture the characters' relaxed body language and the inviting ambiance, emphasizing the charming and cozy atmosphere.",따뜻하고 아늑한 바 내부에서 대화하는 두 남성의 장면을 그리는 프롬프트 작성해줘,
"A detailed digital illustration of a lighthouse perched on stormy cliffs, featuring a swirling portal-like vortex in the sky, bathed in warm orange light. The small figures below stand steadfast, calm amidst the chaos, inviting viewers into a surreal, tranquil fantasy.",폭풍 속 등대와 하늘을 그리는 프롬프트 작성해줘,
"A vibrant diner scene: ""Perry's Diner"" is a bustling hub with a warm, neon glow. Two suited men chat at a table, while a long counter invites customers. Red carpet, posters, and signs add character; an everyday moment frozen in time.",Perry's Diner에서 두 남성이 대화하는 장면을 그리는 프롬프트 작성해줘,
"A detailed digital illustration of a thoughtful young woman, her expressive gaze directed sideways. Dressed in a stylish, patched black jacket, her hair glows a warm orange. The chaotic cityscape behind her adds to her determined posture. Muted tones in the background emphasize her silhouette.",사람들이 바쁘게 움직이는 도시 배경에서 깊은 생각에 잠긴 여성을 그리는 프롬프트 작성해줘,
"A detailed digital illustration of a mysterious scene: Pikachu, adorned in a black cloak and hat, stands in a lantern-lit room, its bright eyes reflected in a mouse's gaze. Scattered suitcases, hinting at travel, and a dark background create a sense of enchantment and intrigue.",검은 망토와 모자를 쓴 피카츄가 있는 신비로운 장면을 그리는 프롬프트 작성해줘,
"A detailed digital illustration featuring a surrealistic scene: a large circular portal, framed by darkness, reveals a tranquil lunar landscape. Symmetry and reflections create balance; a captivating blend of reality and fantasy invites exploration.",어두운 배경에서 원형 포털을 통해 보이는 고요한 달의 풍경을 그리는 프롬프트 작성해줘,
"A surreal, atmospheric landscape painting: A river, blue and orange, winds through rocky terrain, reflecting its surroundings. Vibrant trees with yellow leaves stand tall, leading to a mysterious, dark background, inviting exploration. Nature's beauty and a sense of adventure are emphasized.",파란색과 주황색이 흐르는 강과 노란 나무가 있는 풍경을 그리는 프롬프트 작성해줘,
"A detailed 3D render: A enigmatic figure stands in a harmonious fusion of nature and technology. Their futuristic outfit boasts a hat with a floral tech design and a jacket with intricate patterns. Mysterious, partial sunglasses rest on their face. Vivid green and blue hues paint the serene landscape, with subtle touches of purple and black.",미래적인 복장을 입은 신비로운 인물이 자연과 기술이 결합된 풍경에서 서 있는 장면을 그리는 프롬프트 작성해줘,
"A detailed digital illustration of a confident woman adorned in a stunning, leaf-motif gown, standing at the edge of a dark forest. Her vibrant, ethereal attire contrasts the mysterious backdrop, capturing a captivating blend of beauty and intrigue.",어두운 숲 가장자리에 서 있는 아름다운 나뭇잎 드레스를 입은 여성을 그리는 프롬프트 작성해줘,
"A majestic sci-fi scene: A futuristic robot, blue and silver, stands tall on a rocky outcrop, arms raised, against an awe-inspiring mountain range. Nature's beauty contrasts the robot's sleek design. A mysterious, grand atmosphere shrouds the landscape.",미래적이고 파란색과 은색 로봇이 거대한 산을 배경으로 서 있는 장면을 그리는 프롬프트 작성해줘,
"An ethereal, enigmatic portrait: A woman, adorned in lush green attire with gold accents, stands out against a stark black background. Her serene, mysterious face, enhanced by gold leaf, is the focal point, while her vibrant, elaborate dress and headdress evoke a sense of opulence and royalty.",금색 장식이 있는 푸른 드레스를 입은 여성이 고요한 표정으로 서 있는 초상화를 그리는 프롬프트 작성해줘,
"A detailed digital illustration of a majestic blue gorilla adorned in white, standing amidst a bustling cityscape. The night sky, a deep blue, contrasts the tall futuristic buildings. A small rabbit adds intrigue in the foreground. The illustration hints at a narrative, capturing a moment filled with calm amidst city life.",푸른 고릴라와 작은 토끼가 있는 도시 풍경을 그리는 프롬프트 작성해줘,
"A majestic, ancient castle stands proud against a stormy sky; a beacon with its three towers and gated entrance, topped with a vibrant red and white flag. The rock outcrop adds to its imposing presence, a guardian of the realm.",폭풍 속에서 세 개의 탑이 있는 고대 성을 그리는 프롬프트 작성해줘,
"A mesmerizing glass sculpture renders an ethereal figure, clad in a patterned robe, with an enigmatic face illuminated by a ghostly green light. The delicate piece, against a dark backdrop, captivates with an otherworldly essence, invoking a sense of mystery, calm, and awe.",유리로 된 조각품 속에 신비로운 인물이 있는 장면을 그리는 프롬프트 작성해줘,
"A detailed oil painting: Lone astronaut, adorned in beige with a red flag, stands in a lush, verdant valley. The serene scene, framed by towering trees, evokes a sense of solitude. At its center, the astronaut's mission of discovery hints at human curiosity.",푸른 계곡에서 레드 깃발을 든 우주비행사를 그리는 유화 장면을 그리는 프롬프트 작성해줘,
"A mesmerizing digital portrait: A woman, adorned in black, contrasts a stark white, intricate mask, her gaze fixed on two whimsical birds perched atop her head. Her vibrant red hair, against a soft green background, adds an enigmatic touch to this carefully composed, captivating scene.",흰색 복면을 쓴 여성이 두 마리 새와 함께 있는 장면을 그리는 프롬프트 작성해줘,
"A nostalgic scene, a serious young woman, dressed in green and white, sits in an old-style train car. Her hair, a vibrant green bob, matches her outfit. The window, partially open, hints at a journey. Capture the wooden paneling, the vintage atmosphere, and the mystery of a sign outside the window.",녹색과 흰색 옷을 입고 고풍스러운 기차에서 앉아 있는 소녀를 그리는 프롬프트 작성해줘,
"A detailed digital illustration: A golden tree, with intricate roots and branches, fills a black canvas. A decorative circular frame, accented in blue and gold, adds depth. The static tree symbolizes growth, aspiration, and stability.",검은 캔버스에 금색 나무를 그리는 디지털 일러스트를 그리는 프롬프트 작성해줘,
"A detailed digital artwork: A blonde woman, determined & sad, wears white with red accents, surrounded by two winged figures in a monochrome world. The stark white background contrasts the foreground, while three birds fly above, adding movement. The piece is emotionally gripping, detailed, and dramatic.",흰색과 빨간색 의상을 입은 슬픈 여성이 날개 달린 인물들과 함께 있는 장면을 그리는 프롬프트 작성해줘,
"A breathtaking digital illustration showcases a fantastical horned creature with a red face, adorned in a green cape, standing out against a vibrant orange and yellow background. The creature's intricate patterns and the artist's skillful use of light and shadow capture the viewer's gaze, inviting them into a magical world.",주황색과 노란색 배경에 빨간 얼굴을 가진 뿔이 달린 생물을 그리는 프롬프트 작성해줘,
"A detailed oil painting of a majestic blue creature, adorned with intricate patterns, surrounded by a flock of harmonious birds. The piece captures a surreal, enchanting scene, with a setting sun background, conveying a sense of otherworldliness.",푸른 색깔의 매혹적인 생물과 새들이 있는 유화 장면을 그리는 프롬프트 작성해줘,
"A majestic digital sculpture rendering: A golden woman with horned crown, styled with intricate ancient curls, gazes inward. Black background contrasts her majestic presence, while intricate circular patterns add depth. The fusion of traditional and digital art evokes a timeless tale.",황금색 왕관을 쓴 여왕이 깊은 생각에 잠긴 장면을 그리는 디지털 조각 렌더링을 그리는 프롬프트 작성해줘,
"A detailed digital illustration of a confident woman with cascading blonde hair, clad in a vibrant orange and blue patterned dress, striking a commanding pose. The illustration is a masterclass in contrast, with deep blues and oranges and a perched bird amidst intricate details.",오렌지와 파란색 패턴이 있는 드레스를 입고 자신감 넘치는 여성을 그리는 프롬프트 작성해줘,
"A detailed digital illustration of a vibrant cityscape, overflowing with neon lights and lively activity. The piece centers around a towering building adorned with a vertical ""Mast"" sign, bathed in a warm glow, while a bustling street and a parked car add to the lively atmosphere.",네온 불빛이 넘치는 활기찬 도시 풍경을 그리는 프롬프트 작성해줘,
"A serene mountain landscape, featuring a majestic peak towering over a quaint village. The vivid scene, bathed in warm sunlight, showcases a harmonious palette of greens, blues, and browns. The composition leads the eye through a winding road to the village, emphasizing depth and distance.",산과 마을 풍경을 그린 평화로운 장면을 그리는 프롬프트 작성해줘,
"A detailed oil painting of a confident cowboy, dressed in beige and brown, standing tall in the foreground. The vast desert landscape, with its rocky cacti-filled terrain, stretches into the background, while a fellow cowboy adds depth to the scene. It captures the iconic Wild West moment in a snapshot, evoking a sense of nostalgia.",사막에서 자신감 넘치는 카우보이를 그리는 프롬프트 작성해줘,
"A detailed 3D render: An alien world of serene beauty. Double moons, a vibrant green and deep blue, cast an ethereal glow on the rugged landscape below. The calm, starry night sky and still waters create an atmosphere of peaceful tranquility.",이상적인 외계 세계에서 두 개의 달과 별빛을 그린 장면을 그리는 프롬프트 작성해줘,
"A hyper-realistic painting of a toad, intricately dressed in human attire, jumps off a dark red canvas, framed in gold.",인간 의상을 입은 두꺼비를 그리는 유화 장면을 그리는 프롬프트 작성해줘,
"A detailed 3D render of an extravagantly set dinner table, featuring a grand vase with intricate gold details and a dazzling array of white orchids as the focal point. The elegant table setting includes a crystal glassware, softly lit by candlelight, while a crisp white tablecloth, and a neatly placed fork and knife add anticipation for a luxurious dining experience.",화려한 저녁 식탁 세팅을 그리는 3D 렌더링을 그리는 프롬프트 작성해줘,
"A detailed 3D render of a Christmas tree ornament, a blue and green globe with a miniature mountainous landscape, nestled in branches full of lush, festive greenery.",크리스마스 장식구를 그리는 프롬프트 작성해줘,
"A detailed digital illustration of a enigmatic figure at the forefront, their pale visage and stark white hair contrasting sharply with their formal black attire. The background recedes into a simple gray, further emphasizing the subject's central presence.",형형색색의 꽃이 달린 신비로운 인물의 초상화를 그리는 프롬프트 작성해줘,
"A detailed oil painting of a serene woman, dressed in blue, standing in a mysterious, cave-like sanctuary. The intricate patterns on her robe and the vibrant red flower in her hair contrast the dark, enigmatic stone structures. The painting emanates a sense of calm, capturing the woman's serene gaze and the stillness of the environment.",어두운 동굴 속에서 차분한 여성을 그리는 유화 초상화를 그리는 프롬프트 작성해줘,
"A serene surrealist landscape, featuring a vast orange and yellow sky, its reflection shimmering on a large body of water. Majestic blue and green mountains rise at the backdrop, while a large white moon hangs overhead. The foreground is adorned with dark silhouettes of trees and rocks, adding depth to this tranquil scene.",오렌지색과 노란색 하늘 아래 평화로운 풍경을 그리는 초현실적인 장면을 그리는 프롬프트 작성해줘,
"A detailed oil painting, a portrait capturing a woman's serene beauty. Her features are central, sharp focus on her face, adorned with red heart, flowers in hair. Traditional attire, blurred peaceful temple landscape backdrop. Harmonious, balanced composition draws attention to the subject's aura, a tranquil, deep mood.",붉은 하트와 꽃으로 장식된 여성을 그리는 유화 초상화를 그리는 프롬프트 작성해줘,
"Otoko walked out to the veranda and absentmindedly kicked the cage of fireflies out into the garden. She saw all the fireflies in the cage light up at once, and the cage flew into the air, creating a circle of light in the darkness. It was late summer and the evening dew had fallen on the leaves, but it was not yet dark. Otoko realized that the fireflies couldnt light up like that, and her tense mind had created an illusion. She was like a lost soul, staring at the firefly cage lying on the mossy ground. Keiko was quiet, lying on the mat, watching her teachers back. Otokos body and mind were stiff from tension. Japanese art.",반딧불이가 빛나는 정원을 평화롭게 미드저니 프롬프트 작성해줘,
"I want to create a vintage jordan nike brand x daniel patrick with aestetic of fit and look with baggy mesh basketball shorts flared shorts and matching tops. with male models doing a runway show. using EOS R6 mirrorless camera, paired with a sharp and versatile RF 2470mm f2.8L IS USM lens, capturing every intricate detail of the clothing. The camera settings are optimized for a stunning depth of field, with an aperture of f4, ISO 200, and a shutter speed of 1125 sec. The composition is further enhanced by the use of natural, diffused lighting, which casts soft, even illumination on the clothing, accentuating its vivid colors and highlighting the glistening sheen of the clothing. Clothing must have PROTOTYPE wording written on them. Doing runway fashion show with male models.",빈티지 조던 나이키 브랜드 런웨이 패션쇼 미드저니 프롬프트 작성해줘,
"bird eye view,in the rain ,a cute japanese cyborg girl with black hair is wearing a vivid lime green tie and a wet white shirts and tight skirts with guns and gears, she is walking in the city , textured and detailed ,hard surface,high contrast, high dynamic light, complicated, unreal engine,advent children vibes,photorealistic ,sharp focus,",비 오는 도시 속 사이보그 소녀가 걷는 장면 미드저니 프롬프트 작성해줘,
"Capture the love, warmth, and beauty of black pregnancy in a single image. A beautiful black woman. Use natural light to create a soft, warm glow, and happiness. Capture the love, joy, and tenderness. Use a shallow depth of field to blur the background and create a dreamy, ethereal effect. Focus on the details  the curves of the mothers body. Use a wideangle lens to include as much of the mother and child as possible, creating a sense of closeness and intimacy. Consider using a lens with a wider angle, such as a 35mm, to emphasize the mothers curves and create a more dynamic composition. The final image should convey the incredible bond between a black mother and child, and evoke feelings of warmth, love, and resilience",흑인 임신부의 사랑과 온기를 담은 사진 미드저니 프롬프트 작성해줘,
"The old photo from 1945 was captured using a technical camera. In the photo, there is a massive pile of sketches depicting Art Nouveau projects.The sketches are arranged in a haphazard manner, with some crumpled and overlapping each other. The intricate details of the sketches are visible, with floor plans, elevations, and decorative elements drawn with great care and precision. The sheer volume of sketches in the pile is impressive and highlights the significant effort and time that went into their creation.The use of a technical camera in capturing the photo adds a layer of nostalgia to the image, as this type of camera was commonly used in the past to capture highquality, detailed images. The photo serves as a testament to the skill and dedication of the architects who created these stunning works of art, and as a reminder of the importance of preserving and appreciating architectural history.",1945년의 아르누보 스케치 더미 미드저니 프롬프트 작성해줘,
"elegant luxury, spiritual 40 year old woman entrepreneur, eating evening dinner in an olive grove on summers evening with friends, ash blond balyage hair, wearing cream and gold boho dress, with fluffy white fur shrug, in Cinematic, Photoshoot, Shot on 25mm lens, Depth of Field, Tilt Blur, Shutter Speed 11000, F22, White Balance, 32k, SuperResolution, Pro Photo RGB, Half rear Lighting, Backlight, Dramatic Lighting, Incandescent, Soft Lighting, Volumetric, ConteJour, Global Illumination, Screen Space Global Illumination, Scattering, Shadows, Rough, Shimmering, Lumen Reflections, Screen Space Reflections, Diffraction Grading, Chromatic Aberration, GB Displacement, Scan Lines, Ambient Occlusion, AntiAliasing, FKAA, TXAA, RTX, SSAO, OpenGLShaders, Post Processing, PostProduction, Cell Shading, Tone Mapping, CGI, VFX, SFX, insanely detailed and intricate, hyper maximalist, elegant, dynamic pose, photography, volumetric, ultradetailed, intricate details, super detailed, ambient uplight v 4",올리브 농장에서 저녁을 먹는 40대 여성 미드저니 프롬프트 작성해줘,
"Generate a stunning 3D realistic vector image showcasing a traditional Maori taiaha weapon. The weapon, famed for its intricacies, should be illustrated in vibrant colours against a pristine white background. Though the image should maintain a high level of detail and 3D realism, it should retain a flat perspective, making it perfect for a distinctive Tshirt print design.",마오리 타이아하 무기의 3D 벡터 이미지 미드저니 프롬프트 작성해줘,
"Content A digital illustration of a unique major league baseball stadium with a classic vibe. The stadium features a circular design, reminiscent of traditional ballparks from the early 20th century. The exterior showcases ornate architectural details, such as arches, columns, and decorative friezes. The illustration captures the atmosphere of a sunny afternoon game, with fans filling the stands and players on the field. Medium Digital illustration. Style Vintageinspired with a touch of whimsy, combining realistic elements with imaginative design. Composition The illustration presents a full view of the stadium, allowing viewers to appreciate its unique architectural features. The composition highlights the main entrance and grandstands, drawing attention to the detailed craftsmanship. Surrounding the stadium, there are lush green spaces and trees, adding to the idyllic setting. The use of color and texture enhances the classic vibe, evoking a sense of nostalgia.",고전적인 분위기의 야구장 디지털 일러스트 미드저니 프롬프트 작성해줘,
"In the heart of a dense forest, a healer tends to an injured companion, offering them a vial of the potent Draught of Healing. The vial emits a gentle glow, symbolizing its rejuvenating properties. The injured adventurer accepts it with gratitude, knowing it will aid their recovery and empower them to continue their journey.",밀림 속 치유약을 주는 힐러와 동료 미드저니 프롬프트 작성해줘,
"CHARACTER DESIGN OF A 8 YEAR OLD BLACK BOY, SHORT CURLY HAIR WITH CUTE DIMPLES, AND BRIGHT BROWN EYES, WEARING A RED HOODY AND A BLACK SHIRT UNDER HIS HOODY WITH A BRIGHT WHITE OUTLINE PF AFRICA ON FRPNT OF SHIRT , FULL BODY, THE BACKGROUND SHOULD FEATURE ELEMENTS FROM A PLAYGROUND SUCH AS SWINGS AND SLIDE",놀이터에서 놀고 있는 8살 소년 캐릭터 미드저니 프롬프트 작성해줘,
"oil painting style during the renaissance, In a desolate pier by a misty lake, a couple experiences a heartwrenching breakup. The girl stands near the waters edge, crying as her tears collide with the calm surface below. The guy walks away, equally devastated, his tears blending with the mist in the air. Between them, a torn heart symbolizes the fractured emotional bond. The scene is filled with melancholic hues, capturing the intense sense of loss and longing in this painful moment. ar 916",호숫가에서 이별을 겪는 연인 미드저니 프롬프트 작성해줘,
"woman with blond long hair and blue eyes and a white night gown, and a man with dark hair and brown eyes, detailed features, facing each other, profile, detailed background of a garden by night, loving embrace, couple, love, passion, dark skies with blue lightnings, black smoke and blue lightnings around her, dark city, historical clothing, mist, 8K, HDR",정원에서 사랑을 나누는 연인 미드저니 프롬프트 작성해줘,
"The logo for MyecoPrints embodies a harmonious blend of ecoconsciousness, creative pigment ink printing, and a friendly, approachable brand identity. Midjourney, a design agency committed to crafting purposeful visual narratives, presents a logo that captivates the essence of the companys vision. Concept The logo revolves around the theme of a green journey that showcases the ecofriendly nature of MyecoPrints while celebrating the playful essence of pigment ink printing. The journey signifies the companys commitment to sustainable practices and their personalized approach to providing topnotch printing services. Visual Elements The central focal point of the logo is a stylized globe, represented in a vibrant green hue to symbolize environmental responsibility. It conveys a sense of global consciousness and reflects MyecoPrints dedication to promoting a greener planet through sustainable printing methods. The globe is adorned with colorful ink droplets that represent the creative energy of pigment ink printing. The dynamic droplets vary in size and shape, showcasing the playful nature of the printing process and the diverse range of possibilities offered by MyecoPrints. Typography The company name, MyecoPrints, is rendered in a custom font that strikes a balance between modernity and approachability. The letters are clean, with subtle curves, representing the seamless service provided by the company. Color Palette The primary color palette includes Green A refreshing and vibrant shade, representing ecofriendliness, growth, and environmental consciousness. Various Colors An assortment of lively, vivid colors within the ink droplets, reflecting the creative diversity and endless printing options provided by MyecoPrints. Overall Impression ...",지구의 환경을 상징하는 MyecoPrints 로고 미드저니 프롬프트 작성해줘,
"front view, Pilot sitting in the cockpit, the jet is cool colors, goggles and gas masks, suit and helmet are dark colors, futuristic, gas clouds in the background, clouds are cool colors. By Makoto Shinkai, trending on ArtStation, digital art, ODST Infinity, highly detailed, mute colors, dynamic lightning, futuristic ar 23",파일럿이 제트기 조종석에 앉아있는 모습 미드저니 프롬프트 작성해줘,
"The robot should be designed in the shape of a lion, with a body that is muscular and powerful, yet sleek and streamlined. The body should be primarily covered in a deep, metallic red finish, which should give the robot a menacing and intimidating appearance. The robots head should be designed to resemble a lions head, with piercing red eyes that glow with electronic energy. The head should be covered in a shiny gold finish, which should provide a striking contrast to the dark red of the body. The robots body should be humanoid in shape, with two arms and two legs that are muscular and welldefined. The arms and legs should also be covered in the same red finish as the body, but with intricate gold details that add depth and texture to the design. The robots hands and feet should be equipped with sharp, metallic claws, which should give the robot a fearsome and deadly appearance. The claws should be covered in the same gold finish as the head, which should provide a continuity of design throughout the robots body. The robots chest should feature a large, circular emblem, which should be covered in a shiny gold finish. The emblem should feature a stylized lions head, which should tie in with the overall design of the robot and provide a sense of unity to the design. The robots overall finish should be highly realistic, with intricate details and textures that suggest a high degree of precision engineering. The use of red and gold should provide a bold and striking contrast, while also evoking a sense of power and luxury.",사자 형태의 로봇 디자인 미드저니 프롬프트 작성해줘,
"cute Yoda inspired robot baby toy on a night stand, perfectionism, 8k, ray tracing, tone mapping, intricate details, highly detailed, visually pleasing, unreal engine 5, vfx, cgi, vray render, ultrarealistic, hyperrealistic surrealism, horror dark fantasy, octane render, dynamic pose, HDR, photorealistic, full body photography shot, 35mm Lens Photography, sharp focus, canon, leica, hasselblad, sony, nikon, linhof, DSLR, f5.6, ISO 100, 1250 second, sharp focus, Unsharp Mask, Smart Sharpen, ambient ring lighting, intricate technological detailing, smooth textures, sharp aperture",유다 영감을 받은 로봇 아기 장난감 미드저니 프롬프트 작성해줘,
"a twostory villa exterior in pixel art style for RPGMaker MV, rustic yet wellmaintained and elegant, the upper floor has three large windows, the ground floor has a large entrance door and two windows on each side, front view from a 50degree angled top perspective, RPGMaker style, slightly pixelated but very clear and detailed","2층 빌라 외관, RPG 스타일 픽셀 아트 미드저니 프롬프트 작성해줘",
"a vintage Vincent Rapide motorcycle parked on a dusty desert road next to an outcropping of cacti. The Vincent is beautiful and has a great deal of patina from age. It is idling and its lights are on. A vintage helmet is perched on the back of the seat. Viewing it from the side, you can see the details of the bike clearly. Behind it the desert vegitation, including Saguaros, unfolds. To the left, the road, which is rough and sandy, wanders and unduates to the horizon. There are large Southwestern mountains in the distance. The sun is low on the horizon. It is partially hidden by a high layer of Western desert clouds. The resuting light is nuanced, golden by the horizon, with streaks of color above. It reflects off of the chrome fittings on the old Vincent. The scene is tranquil, a stop at dusk, but adventure awaits.",빈티지 바이센트 라피드 모터사이클과 사막 배경 미드저니 프롬프트 작성해줘,
"Create a digital illustration that reimagines the musician Buckethead as a majestic king, combining his signature mask and bucket hat with the regalia of a royal ruler. Blend elements of surrealism with the grandiosity of historical portrait paintings to craft a scene that pays homage to his musical prowess while exploring the idea of a fantastical, guitarwielding monarch. Illuminate the setting with soft, dramatic lighting from the side, casting long, elegant shadows that emphasize the richness of the royal garments and the intricate details of Bucketheads costume. Employ a color palette that incorporates the deep blues, golds, and rich reds of traditional royal attire, along with the stark white and red from Bucketheads mask and bucket hat. Capture the composition with a Canon EOS R5 using a 50mm prime lens, focusing on a fulllength portrait of King Buckethead seated on a magnificent throne, holding his guitar as his scepter, and surrounded by a majestic court filled with other quirky and mysterious figures.","버킷헤드의 왕 캐릭터 디자인, 왕좌에 앉아있는 모습 미드저니 프롬프트 작성해줘",
"Generate an ultrarealistic and detailed close  up photo of a balloon wine glass containing a Green Spritz cocktail with ice and lemon half slice. The light should slightly reflect off the liquid, showing the silky of the cocktail. Shades of transparent dark green and translucent light green reflections should be visible in the glass, highlighting the complexity of the mix. In the foreground, while in the background, everything should be slightly blurred to focus on the cocktail",그린 스프리츠 칵테일을 담은 와인잔 사진 미드저니 프롬프트 작성해줘,
"Chapter 2The Laughing Cactus Illustration 3 Kaleb A detailed picture of Kaleb, a young boy with beautiful, long dreadlocks, sitting across from a large cactus with a funny face, both engaged in a riddle contest, with the desert backdrop. Illustration 4 Kalebs A detailed picture of Kaleb, a young boy with beautiful, long dreadlocks triumphant smile as he solves the cactus final riddle.",칼렙과 웃는 선인장이 등장하는 재미있는 장면 미드저니 프롬프트 작성해줘,
"vibrant, ultra-realistic 3D render, high-fashion editorial full-body shot of a futuristic queen and a massive, hyper-muscular anthropomorphic lion king walking forward in perfect sync, the queen leading in front with commanding elegance and fierce confidence, wearing an avant-garde CHANEL couture ensemble that reinterprets the brand’s identity a sculptural black-and-white silhouette crafted from luxurious tweed and silk, adorned with oversized pearl elements, iconic gold CC logos embedded in the design, and a dramatic high collar, her heels clicking against the sleek floor, while the lion king follows behind, towering in height with a ripped, bodybuilder physique, fully anthropomorphic with feline features and a regal mane, wearing a sharply tailored CHANEL-inspired monochrome suit blended with chain-link accents, bold shoulders, and fabric that molds around his massive chest and arms, the scene lit by high-end studio lighting for ultra-clean visibility and maximum presence, no shadows, set in a modern, minimalist interior with CHANEL's aesthetic--white walls, matte black furniture, and subtle logo placements, shot with a Hasselblad H6D-100c, 100mm f/2.2 lens, editorial luxury tones with glowing highligh",미래적인 여왕과 근육질 사자 왕이 완벽하게 조화를 이루며 걷는 장면 미드저니 프롬프트 작성해줘,
"A steel building with the HUAXI logo written on it, neatly arranged circular doors, Dada style architecture, classic Japanese style, light brown and white art museum atmosphere, ecological greenery, transparent cardboard material, rigorous lines, New York streets, smooth lines, specific details, a group of people visiting, testing, highlighting,8k",HUAXI 로고가 있는 스틸 빌딩과 뉴욕 거리를 현대적으로 미드저니 프롬프트 작성해줘,
"two digital painting woman body models, hang loose on glass chairs at the pool bar, woman with a perfect body, full height, perfect symetric, very feminine body figure, exaggerated body proportions, fantasy, exotic beautiful face, sunny day, glamor shot, high angle view, brush strokes, oil painting using creative elements of Helmut newton",수영장 바에서 여성이 여유로운 자세로 앉아있는 모습 미드저니 프롬프트 작성해줘,
"A striking black and white full body of a charismatic Annunaki God Queen, sitting on a magnificent throne their gaze unwavering and selfassured in the style of Alan Lee Panoramic landscape view The image is expertly shot with a Leica M10 Monochrom camera and a SummiluxM 50mm f1.4 ASPH lens, highlighting the strong lines of the subjects face and their captivating presence. Using an aperture of f1.8, ISO 400, and a shutter speed of 1250 sec, the portrait conveys a sense of determination and success, inspiring viewers with its powerful composition. ar 23 q 2 v 5.2 upbeta",강렬한 아눈나키 여왕이 왕좌에 앉아있는 모습 미드저니 프롬프트 작성해줘,
"rendered in octane, highly detailed render, in the style of sebastian errazuriz, slimepunk, gigantic scale, loose handling of paint, flick, sudersan pattnaik, in the style of loose handling of paint, gigantic scale, flickr, full body, dripping paint, in the style of greg land, clayton crain, stainswashes, jamie hewlett, digital art techniques, 8k, ray tracing",슬라임펑크 스타일로 그려진 드리핑 페인트의 거대한 아트 미드저니 프롬프트 작성해줘,
"over 100 white balls of a gelatinous substance pressed up against glass taking up the entire frame in a uniform pattern facing the viewer, photorealism, by Weta Digital, by WÃªtÃ  FX, by WLOP, Cinematic, Color Grading, Editorial Photography, Photography, Photoshoot, Shot on 70mm, Ultra  Wide Angle, Depth of Field, DOF, Tilt Blur, Shutter Speed 1 1000, F 22, Gamma, White Balance, Neon, Light, Dark, Light Mode, Dark Mode, High Contrast, 5D,",하얀 구슬들이 유리벽에 붙어 있는 장면 미드저니 프롬프트 작성해줘,
"a watercolor illustration of the eiffel tower and springtime flowers, in the style of light maroon and pink, layered translucency, ferrania p30, charming character illustrations, free brushwork, embossed paper, intense shading, ultra details, isolated white background, i cant believe how beautiful this is",봄의 꽃들과 함께 그려진 에펠탑 수채화 미드저니 프롬프트 작성해줘,
"STYLE Closeup Shot  GENRE Gourmet  EMOTION Tempting I SCENE one prawn on a copper fork in a theatre with spotlight on red curtains behind, prawn is dressed in black spagetti as an outfit  TAGS Highend food photography, clean composition, dramatic lighting, luxurious, elegant, mouthwatering, indulgent, gourmet  CAMERA Nikon Z7  FOCAL LENGTH 105mm  SHOT TYPE Closeup  COMPOSITION Centered  LIGHTING Soft directional light  PRODUCTION Food Stylist  TIME Evening I LOCATION TYPE Interior",극적인 조명 속에서 검은 새우가 포크에 담겨있는 음식 사진 미드저니 프롬프트 작성해줘,
"A womans back, dressed as a goddess, with long, wavy and copper hair, she is surrounded by a radiant halo and fairy glimmerings halo, A glistening lake in the middle of a barren landscape, at midnight, The lake shines with balls of luminous energy, A luminous angel by her side, highly detailed, cinematographic and epic photo, 8K",여신처럼 보이는 여성의 뒷모습과 반짝이는 호수 미드저니 프롬프트 작성해줘,
